source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
California,United States,BROADWAY BY THE SEA,THE ENSIGN GROUP,#c1254c,Nursing home,98,"2725 E. BROADWAY, LONG BEACH, CA, 90803, USA",CA,LONG BEACH,90803,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055894,"DUSK HEALTHCARE, INC.",THE ENSIGN GROUP,1,88.7,33.7657,-118.16,
California,United States,ROYAL PALMS POST ACUTE,SERRANO GROUP,#be25c1,Nursing home,140,"630 W. BROADWAY, GLENDALE, CA, 91204, USA",CA,GLENDALE,91204,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055899,ROYAL PALMS POST ACUTE LLC,SERRANO GROUP,2,128.6,34.1468,-118.27,
California,United States,RINALDI CONVALESCENT HOSPITAL,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,99,"16553 RINALDI ST, GRANADA HILLS, CA, 91344, USA",CA,GRANADA HILLS,91344,For profit - Individual,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055906,KF RINALDI LLC,CAMBRIDGE HEALTHCARE SERVICES,2,93.1,34.2792,-118.49,
California,United States,COUNTRY MANOR LA MESA HEALTHCARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,99,"5696 LAKE MURRAY BLVD, LA MESA, CA, 91942, USA",CA,LA MESA,91942,For profit - Limited Liability company,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055910,"AG LA MESA, LLC",CAMBRIDGE HEALTHCARE SERVICES,4,87.4,32.7835,-117.03,
California,United States,PLYMOUTH VILLAGE,HUMANGOOD,#25c18f,Nursing home,48,"819 SALEM DRIVE, REDLANDS, CA, 92373, USA",CA,REDLANDS,92373,Non profit - Corporation,Urban,,San Bernardino,San Bernardino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055914,HUMANGOOD NORCAL,HUMANGOOD,5,43.7,34.0444,-117.17,
California,United States,SEQUOIA VISTA,"KAWEAH MANOR, INC.",#8231d8,Nursing home,99,"3710 WEST TULARE AVENUE, VISALIA, CA, 93277, USA",CA,VISALIA,93277,For profit - Limited Liability company,Urban,,Tulare,Tulare,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055916,"KAWEAH MANOR, INC.",,1,92.4,36.3201,-119.33,
California,United States,HARVEST CROSSING POST ACUTE,KALESTA HEALTHCARE GROUP,#de4fda,Nursing home,99,"469 EAST NORTH STREET, MANTECA, CA, 95336, USA",CA,MANTECA,95336,For profit - Limited Liability company,Urban,,San Joaquin,San Joaquin,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055917,"CORONADO BAY, LLC",KALESTA HEALTHCARE GROUP,2,87.7,37.801,-121.21,
California,United States,VILLA DEL SOL POST ACUTE,DAVID JOHNSON,#c125bb,Nursing home,99,"16910 WOODRUFF AVE., BELLFLOWER, CA, 90706, USA",CA,BELLFLOWER,90706,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055918,BELLFLOWER SKILLED LLC,DAVID JOHNSON,1,89.3,33.8812,-118.12,
San Francisco Bay Area,United States,APPLE VALLEY POST-ACUTE REHAB,NAHS,#c16d25,Nursing home,95,"1035 GRAVENSTEIN HWY SOUTH, SEBASTOPOL, CA, 95472, USA",CA,SEBASTOPOL,95472,For profit - Corporation,Urban,,Sonoma,Sonoma,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055919,"A.V.C.H., INC.",NAHS,5,84.5,38.3903,-122.82,
California,United States,COURTYARD HEALTH CARE CENTER,COVENANT CARE,#4fdea7,Nursing home,112,"1850 EAST 8TH STREET, DAVIS, CA, 95616, USA",CA,DAVIS,95616,For profit - Limited Liability company,Urban,,Yolo,Yolo,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055922,"COVENANT CARE COURTYARD, LLC",COVENANT CARE,2,105.4,38.5534,-121.73,
California,United States,CRYSTAL COVE CARE CENTER,PACS GROUP,#d6de4f,Nursing home,96,"1445 SUPERIOR AVENUE, NEWPORT BEACH, CA, 92663, USA",CA,NEWPORT BEACH,92663,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055929,"NORWAY MAPLE HOLDINGS, LLC",PACS GROUP,4,88.2,33.6267,-117.93,
California,United States,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP","FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",#a6c125,Nursing home,201,"5335 LAUREL CANYON BLVD., NORTH HOLLYWOOD, CA, 91607, USA",CA,NORTH HOLLYWOOD,91607,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055932,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",,1,171.1,34.1673,-118.4,
California,United States,CERES POSTACUTE CARE,RMG CAPITAL PARTNERS,#25c1bd,Nursing home,46,"1711 RICHLAND AVENUE, CERES, CA, 95307, USA",CA,CERES,95307,For profit - Corporation,Urban,,Stanislaus,Stanislaus,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055935,VISTA DEL SOL POSTACUTE CARE,RMG CAPITAL PARTNERS,2,41.1,37.6046,-120.97,
California,United States,"TORRANCE CARE CENTER WEST, INC",ROLLINS-NELSON HEALTHCARE MANAGEMENT,#4fde8d,Nursing home,195,"4333 TORRANCE BLVD, TORRANCE, CA, 90503, USA",CA,TORRANCE,90503,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055952,TORRANCE CARE CENTER WEST INC,ROLLINS-NELSON HEALTHCARE MANAGEMENT,2,177.0,33.8376,-118.36,
California,United States,National City Post Acute,WINDSOR,#c12549,Nursing home,98,"220 EAST 24TH STREET, NATIONAL CITY, CA, 91950, USA",CA,NATIONAL CITY,91950,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055954,WINDSOR CARE CENTER NATIONAL CITY INC,WINDSOR,4,90.8,32.6627,-117.1,
California,United States,CALIFORNIA HOME FOR THE AGED,"CALIFORNIA HOME FOR THE AGED, INC.",#bdde4f,Nursing home,120,"6720 E. KINGS CANYON, FRESNO, CA, 93727, USA",CA,FRESNO,93727,Non profit - Corporation,Urban,,Fresno,Fresno,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055955,"CALIFORNIA HOME FOR THE AGED, INC.",,5,102.9,36.7369,-119.67,
California,United States,BRIDGEWOOD POST ACUTE,SPYGLASS HEALTHCARE,#c13725,Nursing home,49,"5901 LEMON HILL AVE, SACRAMENTO, CA, 95824, USA",CA,SACRAMENTO,95824,For profit - Individual,Urban,,Sacramento,Sacramento,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055956,BRIDGEWOOD POST ACUTE LLC,SPYGLASS HEALTHCARE,3,46.7,38.5159,-121.44,
California,United States,Santa Paula Post Acute Center,SANTA PAULA POST ACUTE LLC,#75c125,Nursing home,99,"250 March Street, Santa Paula, CA, 93060, USA",CA,Santa Paula,93060,For profit - Individual,Urban,,Ventura,Ventura,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055957,SANTA PAULA POST ACUTE LLC,,4,87.7,34.3493,-119.08,
California,United States,WATSONVILLE POST ACUTE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,95,"525 AUTO CENTER DRIVE, WATSONVILLE, CA, 95076, USA",CA,WATSONVILLE,95076,For profit - Limited Liability company,Urban,,Santa Cruz,Santa Cruz,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055959,CF WATSONVILLE WEST LLC,CAMBRIDGE HEALTHCARE SERVICES,5,84.6,36.9189,-121.77,
California,United States,La Crescenta Healthcare Center,MARINER HEALTH CARE,#25c17e,Nursing home,92,"3050 MONTROSE AVE, LA CRESCENTA, CA, 91214, USA",CA,LA CRESCENTA,91214,For profit - Partnership,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055960,VERDUGO VISTA OPERATING COMPANY LP,MARINER HEALTH CARE,2,86.2,34.2197,-118.25,
California,United States,MONTEREY POST ACUTE,WINDSOR,#c12549,Nursing home,78,"1575 SKYLINE DRIVE, MONTEREY, CA, 93940, USA",CA,MONTEREY,93940,For profit - Limited Liability company,Urban,,Monterey,Monterey,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055962,WINDSOR MONTEREY CARE CENTER LLC,WINDSOR,4,76.1,36.5924,-121.92,
San Francisco Bay Area,United States,THE AVENUES TRANSITIONAL CARE CENTER,ASPEN SKILLED HEALTHCARE,#de4f66,Nursing home,140,"2043 19TH AVENUE, SAN FRANCISCO, CA, 94116, USA",CA,SAN FRANCISCO,94116,For profit - Limited Liability company,Urban,,San Francisco,San Francisco,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055963,ASJK LLC,ASPEN SKILLED HEALTHCARE,5,130.5,37.7497,-122.48,
California,United States,FRIENDSHIP MANOR NURSING & REHAB CENTER,GENERATIONS HEALTHCARE,#25b9c1,Nursing home,104,"902 SOUTH EUCLID AVENUE, NATIONAL CITY, CA, 91950, USA",CA,NATIONAL CITY,91950,For profit - Limited Liability company,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055964,"GHC OF NATIONAL CITY I, LLC",GENERATIONS HEALTHCARE,5,88.4,32.6819,-117.08,
San Francisco Bay Area,United States,GOLDEN HEIGHTS HEALTHCARE,GOLDEN SNF OPERATIONS,#31d8bd,Nursing home,102,"35 ESCUELA DRIVE, DALY CITY, CA, 94015, USA",CA,DALY CITY,94015,For profit - Corporation,Urban,,San Mateo,San Mateo,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055968,GOLDEN HEIGHTS OPERATIONS LLC,GOLDEN SNF OPERATIONS,5,99.0,37.6746,-122.48,
California,United States,Hillcrest Manor Sanitarium,IMAGINATIVE HORIZONS INC,#2fc125,Nursing home,98,"1889 NATIONAL CITY BLVD., NATIONAL CITY, CA, 91950, USA",CA,NATIONAL CITY,91950,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055975,IMAGINATIVE HORIZONS INC,,5,58.3,32.6664,-117.1,
California,United States,KENNEDY CARE CENTER,PACS GROUP,#d6de4f,Nursing home,97,"619 N. FAIRFAX AVE, LOS ANGELES, CA, 90036, USA",CA,LOS ANGELES,90036,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055977,"FAIRFAX HEALTHCARE, LLC",PACS GROUP,2,86.0,34.082,-118.36,
California,United States,FRANCISCAN POST-ACUTE CARE CENTER,AVALON HEALTH CARE,#de4fd0,Nursing home,71,"3169 M STREET, MERCED, CA, 95348, USA",CA,MERCED,95348,For profit - Corporation,Urban,,Merced,Merced,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055979,"AVALON CARE CENTER-MERCED FRANCISCAN, LLC",AVALON HEALTH CARE,4,62.2,37.321,-120.48,
California,United States,COVENTRY COURT HEALTH CENTER,THE ENSIGN GROUP,#c1254c,Nursing home,97,"2040 S. EUCLID AVENUE, ANAHEIM, CA, 92802, USA",CA,ANAHEIM,92802,For profit - Corporation,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055983,MANZANITA HEALTHCARE INC,THE ENSIGN GROUP,4,91.5,33.8053,-117.94,
California,United States,"ANAHEIM HEALTHCARE CENTER, LLC",DAVID JOHNSON,#c125bb,Nursing home,250,"501 SOUTH BEACH BLVD., ANAHEIM, CA, 92804, USA",CA,ANAHEIM,92804,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055984,ANAHEIM HEALTHCARE CENTER LLC,DAVID JOHNSON,3,218.7,33.8259,-117.99,
San Francisco Bay Area,United States,BROADWAY VILLA POST ACUTE,THE ENSIGN GROUP,#c1254c,Nursing home,144,"1250 BROADWAY, SONOMA, CA, 95476, USA",CA,SONOMA,95476,For profit - Limited Liability company,Urban,,Sonoma,Sonoma,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055987,ENSIGN SONOMA LLC,THE ENSIGN GROUP,4,137.3,38.2785,-122.46,
California,United States,GOLDEN MERCED CARE CENTER,GOLDEN SNF OPERATIONS,#31d8bd,Nursing home,121,"3170 M STREET, MERCED, CA, 95340, USA",CA,MERCED,95340,For profit - Limited Liability company,Urban,,Merced,Merced,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055988,MERCED SNF OPERATIONS LLC,GOLDEN SNF OPERATIONS,3,104.2,37.3134,-120.48,
California,United States,HERITAGE MANOR,DAVID JOHNSON,#c125bb,Nursing home,99,"610 NORTH GARFIELD AVENUE, MONTEREY PARK, CA, 91754, USA",CA,MONTEREY PARK,91754,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055989,HERITAGE MANOR HEALTHCARE LLC,DAVID JOHNSON,2,95.7,34.0687,-118.12,
California,United States,Mission Park Healthcare Center,"MISSION PARK HEALTH CENTER, LLC",#d8c331,Nursing home,138,"623 West Junipero Street, Santa Barbara, CA, 93105, USA",CA,Santa Barbara,93105,For profit - Limited Liability company,Urban,,Santa Barbara,Santa Barbara,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055991,"MISSION PARK HEALTH CENTER, LLC",,5,128.5,34.4273,-119.73,
California,United States,WEST COVINA HEALTHCARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,97,"850 S. SUNKIST AVE., WEST COVINA, CA, 91790, USA",CA,WEST COVINA,91790,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055992,"AG WEST COVINA, LLC",CAMBRIDGE HEALTHCARE SERVICES,3,87.4,34.0705,-117.95,
California,United States,North Long Beach Post Acute,WINDSOR,#c12549,Nursing home,120,"260 E MARKET ST, LONG BEACH, CA, 90805, USA",CA,LONG BEACH,90805,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055995,S&F MARKET STREET HEALTHCARE LLC,WINDSOR,1,52.1,33.8543,-118.19,
California,United States,COVENANT POST ACUTE,"CENTERPOINTE CARE CENTER, LLC",#5131d8,Nursing home,121,"3408 EAST SHIELDS AVENUE, FRESNO, CA, 93726, USA",CA,FRESNO,93726,For profit - Limited Liability company,Urban,,Fresno,Fresno,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055996,"CENTERPOINTE CARE CENTER, LLC",,3,115.9,36.7796,-119.77,
California,United States,Pacific Care Nursing Center,THE MANDELBAUM FAMILY,#3154d8,Nursing home,99,"3355 Pacific Place, Long Beach, CA, 90806, USA",CA,Long Beach,90806,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056007,PACIFIC CARE NURSING CENTER,THE MANDELBAUM FAMILY,3,84.9,33.8181,-118.2,
California,United States,GUARDIAN REHABILITATION HOSPITAL,THE MANDELBAUM FAMILY,#3154d8,Nursing home,93,"533 S. FAIRFAX AVE, LOS ANGELES, CA, 90036, USA",CA,LOS ANGELES,90036,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056008,533 SOUTH FAIRFAX AVENUE INC,THE MANDELBAUM FAMILY,3,83.6,34.0664,-118.36,
California,United States,SEAL BEACH HEALTH AND REHABILITATION CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,198,"3000 N GATE ROAD, SEAL BEACH, CA, 90740, USA",CA,SEAL BEACH,90740,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056010,"AG SEAL BEACH, LLC",CAMBRIDGE HEALTHCARE SERVICES,1,180.0,33.7602,-118.08,
California,United States,BROOKFIELD HEALTHCARE CENTER,THE ENSIGN GROUP,#c1254c,Nursing home,70,"9300 TELEGRAPH ROAD, DOWNEY, CA, 90240, USA",CA,DOWNEY,90240,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056014,DOWNEY COMMUNITY CARE LLC,THE ENSIGN GROUP,5,62.0,33.9572,-118.1,
California,United States,La Jolla Post-Acute,COVENANT CARE,#4fdea7,Nursing home,161,"2552 TORREY PINES RD, LA JOLLA, CA, 92037, USA",CA,LA JOLLA,92037,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056017,"COVENANT CARE LA JOLLA, LLC",COVENANT CARE,4,139.1,32.8512,-117.25,
California,United States,GARDENA CONVALESCENT CENTER,B & E CONVALESCENT CENTER INC,#de4f54,Nursing home,74,"14819 S. VERMONT, GARDENA, CA, 90247, USA",CA,GARDENA,90247,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056019,B & E CONVALESCENT CENTER INC,,2,61.4,33.8968,-118.29,
San Francisco Bay Area,United States,LONE TREE POST ACUTE,PACS GROUP,#d6de4f,Nursing home,99,"4001 LONE TREE WAY, ANTIOCH, CA, 94509, USA",CA,ANTIOCH,94509,For profit - Limited Liability company,Urban,,Contra Costa,Contra Costa,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056021,"CONTRA LOMA HEALTHCARE, LLC",PACS GROUP,5,95.2,37.9681,-121.79,
California,United States,AVALON VILLA CARE CENTER,AVALON VILLA HEALTH CARE LLC,#3167d8,Nursing home,131,"12029  AVALON BLVD, LOS ANGELES, CA, 90061, USA",CA,LOS ANGELES,90061,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056023,AVALON VILLA HEALTH CARE LLC,,1,117.8,33.9228,-118.27,
California,United States,Highland Palms Healthcare Center,PACS GROUP,#d6de4f,Nursing home,99,"7534 Palm Ave, Highland, CA, 92346, USA",CA,Highland,92346,For profit - Limited Liability company,Urban,,San Bernardino,San Bernardino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056024,CEDAR HOLDING LLC,PACS GROUP,5,90.2,34.1169,-117.21,
San Francisco Bay Area,United States,"EMPRESS CARE CENTER, LLC",EVA CARE GROUP,#31a0d8,Nursing home,67,"1299 S. BASCOM AVENUE, SAN JOSE, CA, 95128, USA",CA,SAN JOSE,95128,For profit - Individual,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056026,"EMPRESS CARE CENTER, LLC",EVA CARE GROUP,3,50.3,37.3015,-121.93,
California,United States,SUNLAND POST ACUTE,NEW VISTA NURSING OPERATOR LLC,#8531d8,Nursing home,121,"8647 FENWICK STREET., SUNLAND, CA, 91040, USA",CA,SUNLAND,91040,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056031,NEW VISTA NURSING OPERATOR LLC,,1,110.3,34.2615,-118.32,
California,United States,SHAFTER NURSING CARE,SHAFTER NURSING REHAB LLC,#62c125,Nursing home,99,"140 EAST TULARE AVENUE, SHAFTER, CA, 93263, USA",CA,SHAFTER,93263,For profit - Limited Liability company,Urban,,Kern,Kern,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,056035,SHAFTER NURSING REHAB LLC,,3,87.7,35.5071,-119.28,
